FullName,Distance,Event,SwimmerAge,EventCompetitionCategoryKey,SwimTime,SwimTimeAdj,Standard,MeetName,SwimDate,ClubName,LscCode,IsForeign,Rank,PowerPoints,Sanctioned
"Shackell, Aaron",400,400 FR LCM,19,2,3:48.92,3:48.92,2024 Olympic Trials,2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Carmel Swim Club,IN,False,11,981,Yes
"Finke, Robert",400,400 FR LCM,24,2,3:49.01,3:49.01,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Saint Petersburg Aquatics,FL,False,12,980,Yes
"Whitlock, Luke",400,400 FR LCM,18,2,3:49.10,3:49.10,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Fishers Area Swimming Tigers,IN,False,13,979,Yes
"Urlando, Luca",400,400 FR LCM,21,2,3:49.26,3:49.26,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,DART Swimming,SN,False,14,977,Yes
"Maurer, Rex",400,400 FR LCM,19,2,3:50.25,3:50.25,2024 Olympic Trials,2024 ST TXLA Longhorn Elite Invite,5/16/2024,Longhorn Aquatics,ST,False,15,965,Yes
"Plage, James",400,400 FR LCM,21,2,3:50.74,3:50.74,2024 Olympic Trials,19th Pan American Games 2023,10/21/2023,NC State University,NC,False,16,960,Yes
"Mijatovic, Luka",400,400 FR LCM,14,2,3:51.18,3:51.18,2024 Olympic Trials,2024 PC CA/NV Speedo Sectionals hosted by TCA,3/2/2024,Pleasanton Seahawks,PC,False,17,1108,Yes
"Soloveychik, Bar",400,400 FR LCM,23,2,3:51.46,3:51.46,2024 Olympic Trials,2024 MN UOFM 2024 Gopher Invite,4/20/2024,University of Minnesota,MN,True,18,951,Yes
"Clontz, Norvin",400,400 FR LCM,16,2,3:51.55,3:51.55,2024 Olympic Trials,2023 Junior World Champs,9/4/2023,SwimMAC Carolina,NC,False,19,981,Yes
"Axon, Alex",400,400 FR LCM,20,2,3:51.89,3:51.89,2024 Olympic Trials,Ohio State Fall Invitational,11/16/2023,Ohio State University,OH,True,20,946,Yes
"Tepper, Joey",400,400 FR LCM,21,2,3:52.15,3:52.15,2024 Olympic Trials,Tennessee Invitational,11/15/2023,University Of Tennessee,SE,False,21,943,Yes
"Clark, Charlie",400,400 FR LCM,21,2,3:52.27,3:52.27,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Ohio State University,OH,False,22,942,Yes
"McFadden, Henry",400,400 FR LCM,18,2,3:52.53,3:52.53,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Unattached,PC,False,23,939,Yes
"Litherland, Jay",400,400 FR LCM,28,2,3:52.72,3:52.72,2024 Olympic Trials,19th Pan American Games 2023,10/21/2023,Sun Devil Swimming,AZ,False,24,937,Yes
"Erisman, Ryan",400,400 FR LCM,17,2,3:52.83,3:52.83,2024 Olympic Trials,2024 FL Southern Zone South Sectional Championship,2/9/2024,Laker Swim,FL,False,25,944,Yes
"Mitchell, Jake",400,400 FR LCM,22,2,3:52.87,3:52.87,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,University of Florida,FL,False,26,935,Yes
"Green, Sean",400,400 FR LCM,16,2,3:53.04,3:53.04,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/22/2024,Long Island Aquatic Club,MR,False,27,964,Yes
"Porges Avila, Dylan",400,400 FR LCM,23,2,3:53.11,3:53.11,2024 Olympic Trials,2024 World Champs,2/11/2024,The Swim Team,CA,True,28,932,Yes
"Brown, Eric",400,400 FR LCM,21,2,3:53.14,3:53.14,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,University of Florida,FL,True,29,932,Yes
"Watson, Tyler",400,400 FR LCM,22,2,3:53.32,3:53.32,2024 Olympic Trials,Ohio State Fall Invitational,11/16/2023,Unattached,US,False,30,930,Yes
"Vargas, Joaquin",400,400 FR LCM,22,2,3:53.35,3:53.35,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Unattached,SE,True,31,929,Yes
"Hesser, Trey",400,400 FR LCM,18,2,3:53.45,3:53.45,2024 Olympic Trials,2024 AZ Speedo Sectionals,3/23/2024,Gold Medal Swim Club,AZ,False,32,928,Yes
"Gallant, Will",400,400 FR LCM,22,2,3:53.46,3:53.46,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,The Swim Team,CA,False,33,928,Yes
"Pins, Jacob",400,400 FR LCM,17,2,3:53.51,3:53.51,2024 Olympic Trials,2024 18 & Under Spring Cup - Elkhart,5/4/2024,Iowa Flyers Swim Club,IA,False,34,936,Yes
"Shoyat, Chip Wheelie",400,400 FR LCM,20,2,3:53.53,3:53.53,2024 Olympic Trials,2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Northern KY Clippers Swimming,OH,False,35,927,Yes
"Jett, Gabriel",400,400 FR LCM,21,2,3:53.88,3:53.88,2024 Olympic Trials,2024 PC TERA LCM Senior Open,4/13/2024,Unattached,PC,False,36,923,Yes
"Mulgrew, William",400,400 FR LCM,17,2,3:54.06,3:54.06,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Shawmut Aquatic Club,NE,False,37,930,Yes
"Nehra, Aryan",400,400 FR LCM,20,2,3:54.08,3:54.08,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,University of Florida,FL,True,38,921,Yes
"Manteufel, Gabriel",400,400 FR LCM,16,2,3:54.30,3:54.30,2024 Olympic Trials,2024 CA MVN Swim Meet of Champions,4/12/2024,Sandpipers Of Nevada,CA,False,39,950,Yes
"Hill, Julian",400,400 FR LCM,23,2,3:54.30,3:54.30,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Unattached,AZ,False,39,918,Yes
"Ellis, Luke",400,400 FR LCM,17,2,3:54.33,3:54.33,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/8/2024,Sandpipers Of Nevada,CA,False,41,927,Yes
"Ben-Shitrit, Eitan",400,400 FR LCM,20,2,3:54.35,3:54.35,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Univ. Of Michigan Swim Team,MI,True,42,918,Yes
"Narvid, Jake",400,400 FR LCM,21,2,3:54.38,3:54.38,2024 Olympic Trials,Tennessee Invitational,11/15/2023,University Of Tennessee,SE,False,43,917,Yes
"Filiz, Batuhan",400,400 FR LCM,19,2,3:54.45,3:54.45,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Texas A & M University,GU,True,44,917,Yes
"Felt, Dylan",400,400 FR LCM,19,2,3:54.70,3:54.70,2024 Olympic Trials,2024 FL SZSS Summer Championships,5/25/2024,Swim Fort Lauderdale,FG,False,45,914,Yes
"Loktev, Denis",400,400 FR LCM,23,2,3:54.74,3:54.74,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,University of Louisville,KY,True,46,913,Yes
"Zhang, Wen",400,400 FR LCM,22,2,3:54.76,3:54.76,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Unattached,CO,False,47,913,Yes
"Vetkoetter, Lukas",400,400 FR LCM,17,2,3:54.84,3:54.84,2024 Olympic Trials,2024 IA Central Zone North Section Spring Championships,3/8/2024,Texas Ford Aquatics,NT,False,48,921,Yes
"Grady, Reece",400,400 FR LCM,19,2,3:54.94,3:54.94,2024 Olympic Trials,2024 AZ SUN Devil Open,5/17/2024,Sun Devil Swimming,AZ,True,49,911,Yes
"Dickey, Trey",400,400 FR LCM,21,2,3:54.95,3:54.95,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Texas A & M University,GU,False,50,911,Yes
"Percinic, Karlo",400,400 FR LCM,19,2,3:55.06,3:55.06,2024 Olympic Trials,2023 Toyota US Open Championships,11/30/2023,Louisiana State University,LA,True,51,910,Yes
"Ponce De Leon, Rafael",400,400 FR LCM,23,2,3:55.07,3:55.07,2024 Olympic Trials,2024 GA Atlanta Classic,5/16/2024,Unattached,SE,True,52,910,Yes
"Linscheer, Gio",400,400 FR LCM,20,2,3:55.35,3:55.35,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,University of Florida,FL,False,53,906,Yes
"Mason, Jake",400,400 FR LCM,20,2,3:55.42,3:55.42,2024 Olympic Trials,2024 SE TNAQ May Invitational,5/24/2024,Sun Devil Swimming,AZ,False,54,906,Yes
"Hochwalt, Michael",400,400 FR LCM,18,2,3:55.46,3:55.46,2024 Olympic Trials,2024 WRS Speedo Sectionals -- Federal Way,3/16/2024,Spokane Waves Aquatic Team,IE,False,55,905,Yes
"Huckabay, Jackson",400,400 FR LCM,21,2,3:55.47,3:55.47,2024 Olympic Trials,2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Unattached,CC,False,56,905,Yes
"Navikonis, Tomas",400,400 FR LCM,20,2,3:55.50,3:55.50,2024 Olympic Trials,Ohio State Fall Invitational,11/16/2023,Ohio State University,OH,True,57,905,Yes
"Chai, Matthew",400,400 FR LCM,20,2,3:55.52,3:55.52,2024 Olympic Trials,2024 SI Spring Speedo Sectionals CA/NV NCA,3/2/2024,FAST Swim Team,CA,False,58,904,Yes
"Zucker, Logan",400,400 FR LCM,20,2,3:55.53,3:55.53,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Univ. Of Michigan Swim Team,MI,False,59,904,Yes
"Forrest, Jack",400,400 FR LCM,19,2,3:55.57,3:55.57,2024 Olympic Trials,2023 SMU Invite LCM TT,11/15/2023,Dallas Mustangs,NT,False,60,904,Yes
"Brinegar, Michael",400,400 FR LCM,24,2,3:55.63,3:55.63,2024 Summer Nationals (LCM),2024 CA MVN Swim Meet of Champions,4/12/2024,The Swim Team,CA,False,61,903,Yes
"Lancaster, Kayden",400,400 FR LCM,19,2,3:55.64,3:55.64,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,University of Louisville,KY,False,62,903,Yes
"Hick, Carson",400,400 FR LCM,19,2,3:55.72,3:55.72,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,Kentucky Aquatics,KY,False,63,902,Yes
"CISTERNAS, Eduardo",400,400 FR LCM,19,2,3:55.80,3:55.80,2024 Summer Nationals (LCM),Princeton Big Al Invitational LCM TT,11/30/2023,Unattached,US,True,64,901,Yes
"Hammer, Aiden",400,400 FR LCM,16,2,3:55.84,3:55.84,2024 Summer Nationals (LCM),2024 WRS Speedo Sectionals -- Federal Way,3/16/2024,King Aquatic Club,PN,False,65,932,Yes
"Hume, Ryan",400,400 FR LCM,20,2,3:56.01,3:56.01,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,Unattached,MI,False,66,899,Yes
"Tate, Wes",400,400 FR LCM,20,2,3:56.02,3:56.02,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/8/2024,Army West Point,MR,False,67,899,Yes
"Hussey, Patrick",400,400 FR LCM,22,2,3:56.06,3:56.06,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,11/30/2023,University Of North Carolina,NC,True,68,898,Yes
"Hines, Jonny",400,400 FR LCM,17,2,3:56.13,3:56.13,2024 Summer Nationals (LCM),2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Fishers Area Swimming Tigers,IN,False,69,906,Yes
"Carlile, Jackson",400,400 FR LCM,20,2,3:56.16,3:56.16,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/16/2023,Indiana University,IN,False,70,897,Yes
"Brown, Joshua",400,400 FR LCM,20,2,3:56.23,3:56.23,2024 Summer Nationals (LCM),2024 CA SCS/RMDA Road to Paris,1/11/2024,Sandpipers Of Nevada,CA,False,71,896,Yes
"Taylor, Andrew",400,400 FR LCM,19,2,3:56.36,3:56.36,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/16/2024,University of Florida,FL,False,72,895,Yes
"Parent, Josh",400,400 FR LCM,19,2,3:56.63,3:56.63,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/16/2024,University of Florida,FL,False,73,892,Yes
"Maksymowski, Andrew",400,400 FR LCM,15,2,3:56.71,3:56.71,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Irvine Novaquatics,CA,False,74,957,Yes
"Hawke, Charlie",400,400 FR LCM,21,2,3:56.78,3:56.78,2024 Summer Nationals (LCM),Tennessee Invitational,11/15/2023,University Of Alabama Swim Club,SE,True,75,890,Yes
"Rousseau, Julien",400,400 FR LCM,17,2,3:56.85,3:56.85,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Pacific Swim,SI,False,76,898,Yes
"Dramm, Louis",400,400 FR LCM,22,2,3:56.90,3:56.90,2024 Summer Nationals (LCM),2024 NC SwimMAC Martha McKee Charlotte Open,5/18/2024,North Carolina Aquatic Club,NC,True,77,889,Yes
"Mykkanen, Christopher",400,400 FR LCM,22,2,3:56.96,3:56.96,2024 Summer Nationals (LCM),2023 SMU Invite LCM TT,11/15/2023,Irvine Novaquatics,CA,False,78,888,Yes
"Ekk, Ethan",400,400 FR LCM,17,2,3:57.11,3:57.11,2024 Summer Nationals (LCM),2024 CAN Speedo Canadian Swimming Open,4/12/2024,Area Tallahassee Aquatic Club,FL,False,79,895,Yes
"Siers, Aidan",400,400 FR LCM,17,2,3:57.12,3:57.12,2024 Summer Nationals (LCM),2024 FL Southern Zone South Sectional Championship,2/9/2024,Sarasota Sharks,FL,False,80,895,Yes
"Marsteiner, Matthew",400,400 FR LCM,17,2,3:57.15,3:57.15,2024 Summer Nationals (LCM),2023 OH Speedo Winter Jr East Long Course Time Trial,12/10/2023,New Wave Swim Team,NC,False,81,895,Yes
"Carrozza, Coby",400,400 FR LCM,23,2,3:57.21,3:57.21,2024 Summer Nationals (LCM),2024 ST TXLA Longhorn Elite Invite,5/16/2024,Longhorn Aquatics,ST,False,82,885,Yes
"Frost, Tj",400,400 FR LCM,17,2,3:57.21,3:57.21,2024 Summer Nationals (LCM),2024 FL SZSS Summer Championships,5/25/2024,Loggerhead Aquatics,FL,False,82,894,Yes
"Carlton, Mason",400,400 FR LCM,21,2,3:57.23,3:57.23,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/16/2023,Indiana University,IN,False,84,885,Yes
"Haskal, Manning",400,400 FR LCM,20,2,3:57.30,3:57.30,2024 Summer Nationals (LCM),2024 ST TXLA Longhorn Elite Invite,5/16/2024,Longhorn Aquatics,ST,False,85,884,Yes
"Kurakin, Ivan",400,400 FR LCM,24,2,3:57.36,3:57.36,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Tritons Aquatic Club,SI,False,86,884,Yes
"Grieshop, Sean",400,400 FR LCM,24,2,3:57.43,3:57.43,2024 Summer Nationals (LCM),World Swimming Cup - Berlin,10/6/2023,California Aquatics,PC,True,87,883,Yes
"Enoch, Gregg",400,400 FR LCM,17,2,3:57.44,3:57.44,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,Carmel Swim Club,IN,False,88,891,Yes
"Powe, Sam",400,400 FR LCM,20,2,3:57.47,3:57.47,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/16/2024,McCallie / GPS Aquatics,SE,False,89,882,Yes
"Fleig, Isaac",400,400 FR LCM,18,2,3:57.48,3:57.48,2024 Summer Nationals (LCM),2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Fishers Area Swimming Tigers,IN,False,90,882,Yes
"Wu, Tim",400,400 FR LCM,15,2,3:57.56,3:57.56,2024 Summer Nationals (LCM),2024 PC George Haines International Meet,5/26/2024,Pleasanton Seahawks,PC,False,91,947,Yes
"Gettys, Bucky",400,400 FR LCM,17,2,3:57.59,3:57.59,2024 Summer Nationals (LCM),2024 ST AAAA 21st Annual Cinco de Mayo International Swimming Invitational,5/3/2024,Texas Gold,ST,False,92,890,Yes
"Vallmitjana, Juan",400,400 FR LCM,15,2,3:57.60,3:57.60,2024 Summer Nationals (LCM),2024 FL SZSS Summer Championships,5/25/2024,South Florida Aquatic Club,FG,False,93,946,Yes
"Brennan, Luke",400,400 FR LCM,17,2,3:57.62,3:57.62,2024 Summer Nationals (LCM),2024 18 & Under Spring Cup - Fort Lauderdale,5/4/2024,Peddie Aquatic Association,NJ,False,94,889,Yes
"Morrissey, Henry",400,400 FR LCM,20,2,3:57.69,3:57.69,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/11/2024,Unattached,PC,False,95,880,Yes
"Johnston, David",800,800 FR LCM,22,2,7:48.20,7:48.20,2024 Olympic Trials,2024 World Champs,2/13/2024,The Swim Team,CA,False,1,1031,Yes
"Mestre, Alfonso",800,800 FR LCM,22,2,7:48.84,7:48.84,2024 Olympic Trials,2024 World Champs,2/13/2024,Gator Swim Club,FL,True,2,1027,Yes
"Whitlock, Luke",800,800 FR LCM,18,2,7:50.20,7:50.20,2024 Olympic Trials,2024 Indy May Cup,5/18/2024,Fishers Area Swimming Tigers,IN,False,3,1019,Yes
"Clark, Charlie",800,800 FR LCM,21,2,7:50.49,7:50.49,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,Ohio State University,OH,False,4,1017,Yes
"Hafnaoui, Ahmed",800,800 FR LCM,21,2,7:51.72,7:51.72,2024 Olympic Trials,2024 World Champs,2/13/2024,The Swim Team,CA,True,5,1010,Yes
"Henveaux, Lucas",800,800 FR LCM,23,2,7:52.10,7:52.10,2024 Olympic Trials,2024 World Champs,2/13/2024,California Aquatics,PC,True,6,1008,Yes
"Finke, Robert",800,800 FR LCM,24,2,7:53.35,7:53.35,2024 Olympic Trials,2024 FL Southern Zone South Sectional Championship,2/8/2024,Saint Petersburg Aquatics,FL,False,7,1001,Yes
"Sibirtsev, Ilia",800,800 FR LCM,22,2,7:53.87,7:53.87,2024 Olympic Trials,2024 World Champs,2/13/2024,University of Louisville,KY,True,8,998,Yes
"Ellis, Luke",800,800 FR LCM,16,2,7:56.40,7:56.40,2024 Olympic Trials,2023 Junior World Champs,9/6/2023,Sandpipers Of Nevada,CA,False,9,992,Yes
"Elkamash, Marwan",800,800 FR LCM,30,2,7:56.44,7:56.44,2024 Olympic Trials,2024 CA MVN Swim Meet of Champions,4/14/2024,The Swim Team,CA,True,10,983,Yes
"Brinegar, Michael",800,800 FR LCM,24,2,7:57.11,7:57.11,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/6/2024,The Swim Team,CA,False,11,979,Yes
"Gallant, Will",800,800 FR LCM,22,2,7:57.72,7:57.72,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,The Swim Team,CA,False,12,976,Yes
"Mijatovic, Luka",800,800 FR LCM,14,2,7:59.67,7:59.67,2024 Olympic Trials,2024 PC CA/NV Speedo Sectionals hosted by TCA,3/3/2024,Pleasanton Seahawks,PC,False,13,1104,Yes
"Brown, Joshua",800,800 FR LCM,20,2,8:00.17,8:00.17,2024 Olympic Trials,World Swimming Cup - Athens,10/14/2023,Sandpipers Of Nevada,CA,False,14,962,Yes
"Shoyat, Chip Wheelie",800,800 FR LCM,20,2,8:00.51,8:00.51,2024 Olympic Trials,2024 OH PCY Spring Senior LC Open,5/17/2024,Northern KY Clippers Swimming,OH,False,15,960,Yes
"Brown, Eric",800,800 FR LCM,21,2,8:01.35,8:01.35,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,University of Florida,FL,True,16,955,Yes
"Kilavuz, Mert",800,800 FR LCM,20,2,8:03.27,8:03.27,2024 Olympic Trials,Texas A&M vs. Georgia Tech & Texas,11/4/2023,Unattached,US,True,17,944,Yes
"Manteufel, Gabriel",800,800 FR LCM,16,2,8:04.13,8:04.13,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/6/2024,Sandpipers Of Nevada,CA,False,18,948,Yes
"Porges Avila, Dylan",800,800 FR LCM,23,2,8:04.16,8:04.16,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/6/2024,The Swim Team,CA,True,19,939,Yes
"Soloveychik, Bar",800,800 FR LCM,23,2,8:04.69,8:04.69,2024 Olympic Trials,2024 MN UOFM 2024 Gopher Invite,4/19/2024,University of Minnesota,MN,True,20,936,Yes
"Hesser, Trey",800,800 FR LCM,18,2,8:04.74,8:04.74,2024 Olympic Trials,2024 IA Central Zone North Section Spring Championships,3/7/2024,Gold Medal Swim Club,AZ,False,21,936,Yes
"Jett, Gabriel",800,800 FR LCM,21,2,8:04.79,8:04.79,2024 Olympic Trials,2024 Southern California Invite - hosted by NOVA,5/18/2024,California Aquatics,PC,False,22,936,Yes
"Erisman, Ryan",800,800 FR LCM,17,2,8:04.82,8:04.82,2024 Olympic Trials,2024 FL Southern Zone South Sectional Championship,2/8/2024,Laker Swim,FL,False,23,935,Yes
"Fleig, Isaac",800,800 FR LCM,18,2,8:05.23,8:05.23,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/6/2024,Fishers Area Swimming Tigers,IN,False,24,933,Yes
"Hick, Carson",800,800 FR LCM,18,2,8:05.36,8:05.36,2024 Olympic Trials,2024 SE TNAQ April Invite,4/19/2024,Unattached,KY,False,25,932,Yes
"Pins, Jacob",800,800 FR LCM,17,2,8:05.53,8:05.53,2024 Olympic Trials,2024 18 & Under Spring Cup - Elkhart,5/5/2024,Iowa Flyers Swim Club,IA,False,26,931,Yes
"Nehra, Aryan",800,800 FR LCM,20,2,8:05.74,8:05.74,2024 Olympic Trials,2024 GA Atlanta Classic,5/18/2024,University of Florida,FL,True,27,930,Yes
"Filiz, Batuhan",800,800 FR LCM,19,2,8:06.23,8:06.23,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,Texas A & M University,GU,True,28,928,Yes
"Mulgrew, William",800,800 FR LCM,17,2,8:06.28,8:06.28,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/13/2024,Shawmut Aquatic Club,NE,False,29,927,Yes
"Dickey, Trey",800,800 FR LCM,21,2,8:06.86,8:06.86,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,Texas A & M University,GU,False,30,924,Yes
"Narvid, Jake",800,800 FR LCM,21,2,8:06.88,8:06.88,2024 Olympic Trials,2023 Toyota US Open Championships,11/29/2023,University Of Tennessee,SE,False,31,924,Yes
"Vetkoetter, Lukas",800,800 FR LCM,17,2,8:07.07,8:07.07,2024 Olympic Trials,2024 IA Central Zone North Section Spring Championships,3/7/2024,Texas Ford Aquatics,NT,False,32,923,Yes
"Green, Sean",800,800 FR LCM,17,2,8:07.74,8:07.74,2024 Olympic Trials,2024 NC SwimMAC Martha McKee Charlotte Open,5/19/2024,Long Island Aquatic Club,MR,False,33,919,Yes
"Chai, Matthew",800,800 FR LCM,20,2,8:07.84,8:07.84,2024 Olympic Trials,2024 SI Spring Speedo Sectionals CA/NV NCA,3/3/2024,FAST Swim Team,CA,False,34,918,Yes
"Huckabay, Jackson",800,800 FR LCM,21,2,8:08.02,8:08.02,2024 Olympic Trials,2024 CA Speedo Grand Challenge hosted by NOVA,5/26/2024,Unattached,CC,False,35,918,Yes
"Taylor, Andrew",800,800 FR LCM,19,2,8:08.13,8:08.13,2024 Olympic Trials,2024 GA Atlanta Classic,5/18/2024,University of Florida,FL,False,36,917,Yes
"Marsteiner, Matthew",800,800 FR LCM,18,2,8:08.24,8:08.24,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/19/2024,New Wave Swim Team,NC,False,37,916,Yes
"Grady, Reece",800,800 FR LCM,19,2,8:08.82,8:08.82,2024 Olympic Trials,2024 AZ SUN Devil Open,5/19/2024,Sun Devil Swimming,AZ,True,38,913,Yes
"Morrissey, Henry",800,800 FR LCM,20,2,8:08.86,8:08.86,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/13/2024,Unattached,PC,False,39,913,Yes
"Axon, Alex",800,800 FR LCM,20,2,8:09.35,8:09.35,2024 Olympic Trials,19th Pan American Games 2023,10/23/2023,Ohio State University,OH,True,40,910,Yes
"Saadeddin, Saadeddin",800,800 FR LCM,18,2,8:09.51,8:09.51,2024 Olympic Trials,2024 MR LIAC Speedo Long Island Challenge,4/26/2024,Scarlet Aquatics,NJ,False,41,909,Yes
"Szobota, Nathan",800,800 FR LCM,16,2,8:09.65,8:09.65,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/19/2024,"NOVA of Virginia Aquatics, Inc",VA,False,42,917,Yes
"Corey, Luke",800,800 FR LCM,18,2,8:09.90,8:09.90,2024 Summer Nationals (LCM),2024 MD NAAC CAROL CHIDESTER INVITE,4/26/2024,Naval Academy Aquatic Club,MD,False,43,907,Yes
"Maurer, Rex",800,800 FR LCM,19,2,8:10.00,8:10.00,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,11/29/2023,Unattached,PC,False,44,907,Yes
"Lamastra, Connor",800,800 FR LCM,25,2,8:10.52,8:10.52,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,11/29/2023,Dynamo Swim Club,GA,False,45,904,Yes
"Brennan, Luke",800,800 FR LCM,17,2,8:10.58,8:10.58,2024 Summer Nationals (LCM),2024 NJ SCAR Memorial Day,5/25/2024,Peddie Aquatic Association,NJ,False,46,903,Yes
"Plage, James",800,800 FR LCM,21,2,8:10.73,8:10.73,2024 Summer Nationals (LCM),19th Pan American Games 2023,10/23/2023,NC State University,NC,False,47,902,Yes
"Vallmitjana, Juan",800,800 FR LCM,15,2,8:11.12,8:11.12,2024 Summer Nationals (LCM),2024 18 & Under Spring Cup - Fort Lauderdale,5/5/2024,South Florida Aquatic Club,FG,False,48,974,Yes
"Machado, Gabe",800,800 FR LCM,20,2,8:11.34,8:11.34,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,11/29/2023,Unattached,PC,False,49,899,Yes
"Tepper, Joey",800,800 FR LCM,21,2,8:11.52,8:11.52,2024 Summer Nationals (LCM),Louisville vs University of Tennessee,10/12/2023,Tennessee Aquatics,SE,False,50,898,Yes
"Callan, Jack",800,800 FR LCM,22,2,8:11.95,8:11.95,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,11/29/2023,Unattached,MI,False,51,896,Yes
"Dulieu, Diego",800,800 FR LCM,19,2,8:11.97,8:11.97,2024 Summer Nationals (LCM),2024 World Champs,2/13/2024,Azura Florida Aquatics,FG,True,52,896,Yes
